fact_id,date_id,state_id,total_tests,positive_tests,positivity_rate,vaccination_coverage_pct,booster_coverage_pct,hospital_beds,doctors,phc_count,chc_count,icu_utilization_pct,bed_occupancy_pct,reporting_compliance_pct,turnaround_time_days,reporting_rate_pct
268,9,12,39493,2368,6,71.1,35,6072,1622,194,91,52.2,61,83.7,1.2,85
269,9,13,79785,5750,7.21,71.6,36,8436,1723,272,250,64.1,72.3,66.7,0.7,78.3
270,9,14,51394,8886,17.29,86.6,52.1,25597,8500,630,91,71.9,86.8,80.1,3.8,63.7
271,9,15,3101,279,9.02,75.8,29.2,797,164,12,2,96,39.5,74.4,1.4,87.2
272,9,16,1911,231,12.12,78.8,41.5,375,92,18,5,53.2,48.7,71.1,1.9,79.1
273,9,17,886,89,10.11,65.2,43.7,110,30,5,1,81.8,61.5,74.3,4.4,78.4
274,9,18,2564,85,3.33,63.5,25.2,417,63,17,4,30.7,48.7,68.5,0.6,85.1
275,9,19,19641,2092,10.65,66.8,22.1,11149,1531,322,25,85.8,40.9,95.8,1.8,93.3
276,9,20,18749,3161,16.86,70.3,29.5,2881,1463,115,41,97,43.8,80.1,1.1,93.5
277,9,21,48383,7473,15.45,54.1,32.4,19243,3224,539,226,33.4,39.6,82.6,0.8,61.2
278,9,22,518,50,9.68,89.5,30.1,145,19,2,1,78.1,57.1,97.9,2.2,78.8
279,9,23,85902,9114,10.61,57.7,18.3,14492,2832,160,151,40.3,72.7,95.9,1.6,98.2
280,9,24,23532,651,2.43,64.5,38.2,6311,1401,124,40,83.5,44.9,85.7,3.2,81
281,9,25,3612,216,5.99,73.6,28.2,446,286,19,7,30.5,88.2,61,1.4,83
282,9,26,177226,18075,10.2,86.9,45.5,49014,17225,1653,567,39.6,51.5,77.6,4.7,72.5
283,9,27,11682,2079,17.8,89.9,51.2,2725,1434,147,57,79.4,70.5,99.4,4.1,67.7
284,9,28,108172,15610,14.43,84.7,46.9,28552,4965,683,274,74.5,49,94.6,4.6,86.2
285,9,29,39145,2921,7.46,65.1,44.8,9357,1686,81,20,41.6,42.1,87.2,0.8,90.9
286,9,30,6413,1734.5,7.12,63.4,26,3114,823,64,13,57.3,80.5,83.1,0.7,99
287,9,31,139,2,2.11,55,37.1,51,19,1,0,71.9,93.8,75.5,2.2,59.5
288,9,32,1553,267,17.21,45.2,28.7,4897.5,128,8,3,70.9,78,96.1,1.7,78.3
289,10,1,59909,8457,14.12,49.8,19.4,11839,1758,196,64,44.4,78,71.5,4.3,99.9
290,10,2,1130,183,16.2,72,40.6,461,97,12,1,96.7,45.8,96.5,3.6,96.6
291,10,3,35770,2444,6.83,53.8,37.5,8607,2848,200,18,90.3,78.3,94.9,1.9,74.7
292,10,4,136024,21581,15.87,87.5,40.1,31746,6666,312,178,76,78.6,80.6,4.5,78.8
293,10,5,30671,5115,16.68,55,19.8,4897.5,1545,77,15,74.8,79.5,61.2,4.5,88.9
294,10,6,1524,236,15.51,96.3,66.1,405,55,12,2,60.7,39,88.1,1,97.1
295,10,7,46510,4697,10.1,88.1,41.1,5793,2702,317,173,74.2,76.8,60.8,4.8,58.9
296,10,8,22199,849,3.83,57.4,23.2,2336,1884,151,50,60.4,87.5,72.2,1.3,92.7
297,10,9,7802,1097,14.07,51.6,16.7,1476,246,44,18,40.1,63,82.9,2.5,97
298,10,10,44487,6879,15.46,48.6,33.1,9573,2626,169,115,36.5,91.8,97.4,3.1,85.9
299,10,11,40744,1358,3.34,61.4,38.7,10394,4796,138,181,83.4,70.8,81.7,4.3,59.6
300,10,12,25444,4371,17.18,62.9,42,5488,2708,268,22,58.6,38.7,70.9,4.7,86.4
301,10,13,72661,7457,10.26,79.2,51,22502,7439,257,60,83.3,95.8,62.8,2.1,67.1
302,10,14,65150,3866,5.93,50.2,30.6,35602,2981,801,246,57.9,56.1,87.8,0.8,57.9
303,10,15,3018,410,13.61,54,24.5,783,72,14,5,76.2,73.9,80.1,2.8,93.6
304,10,16,3313,216,6.53,58,32.2,578,108,6,9,87.4,89.2,80.4,1.4,77.2
305,10,17,888,111,12.54,98.5,37.7,288,62,7,1,60.1,55.8,77.7,4.6,79.7
306,10,18,1843,57,3.09,71.2,40.6,325,189,15,6,54.1,67.3,85.1,2.4,65.2
307,10,19,30101,3707,12.32,54,21.3,10933,1313,111,75,67.6,54.1,67.6,3.8,92.8
308,10,20,35118,2981,8.49,50.2,29.9,8884,1196,109,27,32.3,87.7,84.1,0.6,63.2
309,10,21,39111,1840,4.71,52,22.8,18863,3110,344,65,36,59,78.6,3.8,63
310,10,22,475,52,11.09,84.5,51,184,57,3,0,67.4,40.1,86.2,1.5,75.2
311,10,23,66490,10861,16.33,46.2,18.7,8190,5416,397,109,41.3,84.8,88.6,1.1,76.3
312,10,24,41037,1285,3.13,80,44.4,7213,2291,309,110,53.9,60.4,61.5,1.9,66.2
313,10,25,4870,747,15.34,62,26.6,926,221,31,2,79.8,72.7,83.7,4.3,92
314,10,26,131621,19894,15.11,69.4,27.1,68126,13115,1286,664,77.4,53.7,68,4.6,72
315,10,27,16549,1698,10.26,70.3,39.8,3026,583,53,44,93.7,43.9,64.8,1.7,72
316,10,28,105136,14300,13.6,67.6,34.2,28897,6198,418,178,89.3,46.7,77.6,2.5,59.8
317,10,29,35887,3580,9.98,56.6,28.3,3169,1169,72,21,62.7,84.1,70.9,3.8,67.8
318,10,30,13477,2040,15.14,47.7,29,3499,1121,43,35,46.2,71.5,66.5,3.8,66.7
319,10,31,158,15,9.55,54.7,16.8,57,22,1,0,48.2,74.1,90.9,4.4,70.2
320,10,32,1045,51,4.93,71.1,47.5,286,93,9,3,88.6,40.9,98.1,1.1,70.4
321,11,1,31644,2181,6.89,52,16,11365,1969,127,117,37.3,88.8,97.2,2.8,57.4
322,11,2,1499,252,16.85,45.7,21.5,160,36,12,3,31.7,42.7,68.6,2.5,65.8
323,11,3,23921,1779,7.44,92.2,47.8,5108,1776,201,18,59.5,39.8,77.8,3.7,99.9
324,11,4,139627,11405,8.17,45.1,28.5,16878,7777,470,219,46.7,88.3,96.7,4.9,81.3
325,11,5,14156,812,5.74,66.2,39.2,3239,1432,114,84,74,53.3,70.6,4.8,84
326,11,6,1425,55,3.92,58.7,19.5,203,36,12,0,56.2,60.9,82.8,0.8,72.1
327,11,7,58983,3884,6.59,96.7,50.8,9600,3271,563,172,46.7,80.8,80.1,1.4,59.9
328,11,8,21827,3505,16.06,49.7,18.7,4547,1285,221,26,48.7,88.1,88.8,1.6,58.2
329,11,9,4657,300,6.46,70.9,49,1426,571,21,11,41.4,68.2,80.1,0.7,93.4
330,11,10,31165,4571,14.67,60,19.5,4128,1246,272,29,61.1,60.8,97.3,2.2,59.6
331,11,11,69613,3442,4.94,58.8,33.2,7150,2099,460,96,33.4,93.8,96.5,3.6,80.9
332,11,12,15940,1156,7.25,55.6,18.8,8285,3163,133,46,69.6,44.6,89.3,3.1,98.7
333,11,13,81217,8024,9.88,46,26.7,16472,1979,307,131,78.1,81.4,95.2,0.6,80.6
334,11,14,130110,20170,15.5,81.5,56,33831,5263,789,129,70.7,48.5,80.3,3.1,99.3
335,11,15,1611,147,9.15,89.9,58.4,375,67,6,8,55.4,83.3,62.9,1.2,65.4
336,11,16,3612,88,2.44,80.4,36.7,799,282,24,5,51.8,49.4,82.6,1.5,97.8
337,11,17,1311,78,5.98,48.7,31.3,146,80,3,2,71.1,88.9,87.3,0.7,71.1
338,11,18,1722,43,2.5,69.5,41.2,176,85,13,1,44.2,58.3,69.9,1.3,71.1
339,11,19,50063,6102,12.19,63.3,29.6,5616,3102,326,138,36.8,87.5,95.2,3.2,74.8
340,11,20,14199,692,4.87,92.9,45,6225,1174,148,87,52.8,47.5,63.5,4.1,73.3
341,11,21,36431,1019,2.8,59.6,36.6,11016,2903,350,179,65.7,71.3,89.7,3.2,60
342,11,22,750,53,7.11,49,15.1,90,55,2,1,37.2,36,73.9,1.5,91.9
343,11,23,75021,7705,10.27,48,31.8,17039,4175,254,61,77.7,50,61.2,4.8,73.2
344,11,24,45830,6133,13.38,91.8,32.8,8521,2277,107,20,56.5,85.9,99.4,4.2,80.6
345,11,25,4910,683,13.91,53.5,36.9,1171,342,25,10,97.8,40.2,99.6,3.1,84.4
346,11,26,132468,12045,9.09,89.1,37.2,35825,13223,815,463,96.3,65.1,94,4.2,78.4
347,11,27,18173,1161,6.39,69.6,37.7,2662,1591,129,53,38.3,63.8,72,1.2,97.5
348,11,28,66628,5676,8.52,90.8,62.2,12813,4588,276,287,79.7,35,76,0.8,85.2
349,11,29,14130,676,4.79,49.8,23.4,7848,1480,98,28,40.1,48.5,64.2,4.7,60.8
350,11,30,16285,1854,11.39,75.5,31.3,4897.5,1120,32,29,48.1,93.9,97.5,1,67.4
351,11,31,302,27,9.11,88.2,43.4,57,13,1,0,59.5,58.1,87.4,3.4,62.3
352,11,32,970,115,11.91,78.3,51.3,253,44,8,4,51.3,80.9,84.9,3.9,60.3
353,12,1,50645,6023,11.89,91.1,34,15080,4147,194,150,89.7,95.3,64.2,2.2,86.6
354,12,2,667,63,9.57,60.6,29.9,431,48,4,2,30.1,36.3,93.4,4.3,92.7
355,12,3,22170,3311,14.93,97.1,43.1,6205,1458,187,78,88.9,65,61.6,3.1,95.7
356,12,4,85099,2648,3.11,52.1,23.7,26272,7959,312,214,76.8,41.7,66.5,0.7,59
357,12,5,22734,3724,16.38,97.1,41.9,6358,1020,212,46,81.9,40.1,61.9,4.6,65.7
358,12,6,1755,212,12.1,97.5,58.9,289,46,7,1,58.2,44.9,68.2,0.8,96.2
359,12,7,58574,2135,3.65,90.6,62.1,7078,5851,505,59,56.7,38.3,95,3.7,89.5
360,12,8,25834,4649,18,73.2,34.1,6889,1339,69,55,45.8,88.6,90.7,2,88.4
361,12,9,4497,540,12.02,51.6,31.6,1746,333,38,8,84.6,94.5,62.4,2.2,96.9
362,12,10,38447,4411,11.47,80.7,42.3,4583,2445,113,28,46.8,72.7,73.9,1.1,78.2
363,12,11,35283,3761,10.66,47.8,16.2,16328,2125,302,154,83.1,43.3,75.2,1.9,93.6
364,12,12,23532,691,4.47,62.1,19.2,3501,1957,213,46,48.1,83.9,94.5,2.4,59.8
365,12,13,53390,4436,8.31,52.9,30.6,24574,4672,489,160,47,75.6,70.3,4.2,66.6
366,12,14,96029,7708,8.03,45.8,21.7,35644,10435,552,80,44.2,59.3,80.1,4.1,88.1
367,12,15,1628,1734.5,15.6,92.7,38,874,235,8,5,84.7,44.9,76.6,4.3,58.9
368,12,16,3952,696,17.62,64.6,28.8,969,262,14,3,41.4,61.5,61.5,2.7,63.9
369,12,17,856,48,5.7,52.7,31.9,257,81,6,3,89.4,73,74.7,2.7,97.5
370,12,18,2638,334,12.68,54.1,33.5,273,72,16,1,60.8,83.9,84.8,4.6,75.5
371,12,19,18616,390,2.1,96,60.4,7117,998,212,34,46.4,75.4,93.6,2.6,72.5
372,12,20,32913,951,2.89,55.2,38.6,7009,1279,176,77,80.5,50.9,75.7,1.3,57.2
373,12,21,95562,12589,13.17,77.5,33.2,17428,4760,623,149,72.7,68.4,75.2,0.6,82.5
374,12,22,679,69,10.18,82.2,28.9,98,58,5,0,45.6,80.6,68.5,4.4,63.8
375,12,23,87652,13334,15.21,58.5,30.6,14179,5360,324,118,70,64.1,91.5,1.7,71.8
376,12,24,44615,2442,5.47,65.7,25.6,4848,2537,237,115,56.6,65.5,82.1,1.7,86.5
377,12,25,4796,222,4.63,96.5,39.5,883,217,18,2,53.6,42.5,80.1,1.6,93.6
378,12,26,130030,10036,7.72,45,27.8,63252,12645,1278,209,55.3,37.2,80.1,4.3,93.7
379,12,27,11444,1173,10.25,61.8,23.5,2684,1594,74,47,74,40.9,67.7,4.5,68
380,12,28,55805,5086,9.11,96.9,49.9,10638,3302,204,164,54.8,68.3,80.1,1.2,97.1
381,12,29,28332,3730,13.17,69.5,31.5,2686,1387,257,29,71,48.6,97.2,0.9,74.3
382,12,30,5622,249,4.44,92.6,32.2,3501,437,39,37,61.4,54.5,97.3,4.1,81.1
383,12,31,185,31,16.82,68.2,23.6,84,19,2,0,78.4,39.1,71.2,2.4,60.6
384,12,32,1699,183,10.82,58.8,31.4,124,112,6,1,85.9,71.3,64,2.4,91.6
385,13,1,32883,4022,12.23,48.9,16.4,10486,3045,113,158,60.9,48,98.4,4.7,94
386,13,2,713,39,5.49,60.9,38.6,447,39,10,1,42.4,43.8,88.6,1.7,66.1
387,13,3,28274,1734.5,10.72,49.1,19.2,6047,2695,87,100,69.7,64.4,89.4,1.3,56.3
388,13,4,135040,1734.5,10.52,98.2,54,29534,10333,773,183,48.1,63.7,80.1,2.6,74.8
389,13,5,34227,4302,12.57,61.7,39.9,7684,1124,184,57,55.4,62.1,84.2,4.6,84.5
390,13,6,1856,218,11.78,87,52.6,438,66,6,2,62.5,78.5,67.7,1.4,62.5
391,13,7,65180,3238,4.97,78.6,50.9,14610,3696,186,151,60.6,65.3,80.2,3.5,97.8
392,13,8,18357,1818,9.91,56.2,36.1,2406,1073,223,30,97,59.2,75.7,3.3,96.2
393,13,9,7198,627,8.71,76.6,27.8,1259,579,45,10,96.3,46.6,98.3,2.8,78.4
394,13,10,40074,3787,9.45,88.6,55.2,8809,1398,294,44,58.2,86.8,80.1,1.7,76.1
395,13,11,28303,4130,14.59,56.4,22.2,18196,2134,344,103,59.6,47.1,85.2,3.5,69.1
396,13,12,37694,4908,13.02,53.2,33.3,3286,2171,106,44,87.6,43.4,69.2,2,78.5
397,13,13,53913,7197,13.35,65.5,32.6,8979,5392,569,61,74.1,77.6,77.4,1.3,69
398,13,14,94607,14297,15.11,51.1,19.4,27690,2568,662,144,92.1,42.3,70,4.6,79.6
399,13,15,3197,131,4.12,90.5,44.1,655,91,23,3,89,57,65.9,1.5,80.3
400,13,16,4025,639,15.89,85.1,58.5,525,215,16,4,92.3,35.7,64.4,2.2,60.9
401,13,17,931,86,9.3,56.5,33.6,251,105,8,3,86.8,66.6,62.9,1.2,89.1
402,13,18,1882,59,3.17,87.3,36.7,181,82,15,5,43.8,89.1,96.1,1.3,83.3
403,13,19,48698,5547,11.39,63.7,40.3,11418,1770,96,77,62,94.7,86.8,2.1,63.1
404,13,20,23532,2801,8.36,47.4,23.5,8478,2588,82,87,89.1,36.1,68,4,90.6
405,13,21,56770,2507,4.42,50,22.8,12541,6405,600,166,46,86.5,77.8,3,95.7
406,13,22,807,60,7.46,94,61.4,204,45,2,1,57.5,80.6,88.3,3.2,77.2
407,13,23,74621,12416,16.64,51,18.6,16744,5141,504,83,41.3,43.3,88.3,4.6,65.3
408,13,24,42991,7653,17.8,48.6,22.8,6296,2341,263,40,82.6,39.2,99.5,2.6,98.2
409,13,25,4003,209,5.24,94.3,49.3,1135,277,26,6,67.1,83.3,83.6,2.9,84.5
410,13,26,205343,26674,12.99,49.2,25.2,40484,14142,1709,220,44.6,80.6,96.1,0.8,64.8
411,13,27,16782,766,4.57,53.9,25.3,4906,923,62,15,66.3,70.3,99.6,1.4,76.7
412,13,28,63661,6285,9.87,95.9,33.4,9801,2646,389,191,87.5,52.7,90.6,3.1,80.4
413,13,29,22284,3642,16.35,93.1,32.3,4886,1284,247,31,83.1,40.9,70.3,2.1,70
414,13,30,14370,1106,7.7,87.2,48.1,1377,1099,104,31,60,61.5,61.9,2.9,92.7
415,13,31,228,11,5.22,58.2,30.1,40,25,1,0,90.4,58.5,98.3,3.5,65.3
416,13,32,1601,228,14.28,63.2,25.6,234,67,8,2,39.5,94.8,86.7,2,74.4
417,14,1,36894,1017,2.76,78.4,23.6,5742,1633,129,88,52.7,46.4,98.2,0.9,61.4
418,14,2,758,66,8.78,71.1,39.1,365,112,12,1,58.4,88,66.1,4.1,72.3
419,14,3,24862,2077,8.36,68.4,21.6,3077,2733,174,93,54.1,59.7,99.2,1.5,99.7
420,14,4,50180,5772,11.5,58.2,27,4897.5,10115,389,305,53.3,54.2,96,2.1,65.9
421,14,5,23833,1745,7.32,77.1,29.8,3797,2601,193,56,84.7,45.7,88.4,3,97.3
422,14,6,1194,134,11.29,68.2,28.6,406,113,11,3,52.5,83.3,99.7,3.6,64.7
423,14,7,59938,7115,11.87,60.5,24.8,18104,5325,304,60,58.3,48.3,63.9,1.1,63.5
424,14,8,29776,3465,11.64,64.1,22,2344,2195,212,23,34.7,79.9,88.5,3.8,79.8
425,14,9,8533,517,6.07,83.2,40,1839,184,56,10,31,96.5,82.1,4.9,67.3
426,14,10,28451,651,2.29,71.1,40,8052,3108,213,28,50.1,76.7,70.3,3.3,74.8
427,14,11,47706,6432,13.48,86.9,31.7,17783,5512,230,153,54.3,90.9,92.3,4.3,60.2
428,14,12,39209,2315,5.91,91.8,44.7,9460,2749,81,68,72,56.4,97.1,0.8,94.4
429,14,13,65226,3610,5.54,83.7,42.9,9653,3728,332,149,52.6,56.1,61.2,4.5,57.8
430,14,14,93124,12629,13.56,62.2,39.1,32611,6196,678,329,93.7,87.8,62.7,1.8,63.1
431,14,15,3618,270,7.47,70.2,25.4,465,165,11,8,40.1,92.1,96.4,2,92
432,14,16,3848,640,16.65,72.5,34.2,617,147,17,8,76.8,91.2,68,2.9,55
433,14,17,724,22,3.04,51.2,32,219,72,5,2,53.4,35.8,86.6,2.7,62.7
434,14,18,1438,203,14.13,71.6,41.1,430,85,8,4,75.4,72.3,83.7,4.5,90.5
435,14,19,20891,1982,9.49,70.8,30.7,4385,4012,350,41,30.7,87.8,88.6,4,81
436,14,20,25453,1734.5,2.09,84.1,49.1,8010,2099,143,20,64.5,75.1,60.5,4.2,85
437,14,21,86494,14812,17.13,88.9,40.5,7555,2096,467,184,82.5,95.2,89.1,5,74.1
438,14,22,402,41,10.23,48.2,25.3,120,30,2,1,83,63.7,71.2,4.5,81.6
439,14,23,75749,1986,2.62,81.3,36.3,18883,4854,400,64,75.9,35.8,77.2,3.3,65.4
440,14,24,16469,1015,6.16,65.2,33,6723,2675,212,42,32.1,60.1,72.4,2.1,77.4
441,14,25,4133,119,2.89,95.4,61.6,997,122,31,5,82.4,44.3,90.1,2.5,89
442,14,26,93645,5099,5.45,82.2,39.9,22598,20512,697,225,73.9,47,77.7,4.6,72
443,14,27,22002,3766,17.12,70.3,41.3,3590,985,53,24,64.4,45.8,66.7,2.2,65.7
444,14,28,62326,2679,4.3,60.5,38.7,22617,3590,346,142,50.5,50.4,99.9,2,68.1
445,14,29,19820,941,4.75,57.7,30.1,7956,2797,133,40,64.9,39.9,72,4.7,92.4
446,14,30,9076,979,10.79,81.4,36,1204,853,92,36,38.3,51.5,66.6,1,55.1
447,14,31,283,43,15.36,63.2,41.8,86,17,0,0,72,67.3,80.1,3.2,85
448,14,32,953,112,11.83,97.1,35.6,120,34,4,4,74.3,47.4,94.4,0.6,64.8
449,15,1,30196,1869,6.19,89.3,45.2,11244,3637,362,79,40,76.8,88.3,4.2,58.8
450,15,2,1615,166,10.31,57.2,21.5,279,55,9,2,55.4,35.5,77.8,3.9,94
451,15,3,27828,2076,7.46,74.8,33.2,5759,787,213,70,78.6,61.3,61.5,2.4,68.9
452,15,4,65869,8815,13.38,93,58.5,35440,6879,426,331,31.6,50.4,95.4,3.4,93.5
453,15,5,29173,4450,15.25,63.2,39,2538,1112,221,69,42.5,74.9,76.1,4.6,80.1
454,15,6,643,97,15.09,92.8,48.6,454,65,10,4,79.4,38,78.2,3.3,98.4
455,15,7,23532,12205,16.23,89.5,41.5,17034,5425,453,95,59.3,44.5,66.1,1.8,95
456,15,8,14675,834,5.69,97.2,52.6,6828,759,162,42,39.6,59.8,83,3.7,58.5
457,15,9,4864,795,16.36,97.1,58.7,1525,271,53,20,96.6,77,93.5,4.9,84.3
458,15,10,34235,4237,12.38,74.6,28.9,6988,2662,244,63,94.3,37.1,89.6,5,95.2
459,15,11,31108,4838,15.55,93.6,35,4897.5,3374,386,197,85.9,60.7,66.4,0.8,74.3
460,15,12,23765,3892,16.38,73.8,23.3,6246,1894,196,19,55.8,57.5,69.6,2.3,92.4
461,15,13,63588,11141,17.52,85.9,35.9,13507,1969,177,116,69.1,38.7,72.4,2.6,85.7
462,15,14,76787,9948,12.96,95.3,31.8,35944,6858,949,350,47.1,88.6,83.9,4.9,93.5
463,15,15,2463,56,2.3,71.2,27.8,304,164,22,6,70.6,53,78.4,1.9,69.9
464,15,16,2957,292,9.9,82.5,37.6,743,292,17,9,42.2,50.4,90,4.9,94.6
465,15,17,1241,203,16.36,72.6,44.2,267,57,2,2,88.5,67.3,64.6,2.2,71.6
466,15,18,1948,281,14.45,70.9,32.8,605,127,8,5,47.6,89,86.2,0.8,89.8
467,15,19,33855,1331,3.93,70,36.2,12010,3499,188,105,65.4,94,99.5,1.9,58.3
468,15,20,23532,953,6.93,73.9,42.8,8233,1052,207,22,33.9,83.1,72.7,3.2,96.7
469,15,21,54296,4990,9.19,71.1,28,18993,6113,604,90,62.8,84.8,99.4,2.9,76.7
470,15,22,772,115,14.95,74.8,26.9,196,30,2,1,40.9,95.5,91.7,1.6,89.8
471,15,23,92029,2561,2.78,51.5,20.3,22996,3710,491,132,61.7,87.4,69.5,1,86.4
472,15,24,39021,4394,11.26,80.5,32.4,7617,3270,116,31,67.8,76.9,91,4,93
473,15,25,4263,203,4.77,92.2,45.9,825,123,22,10,45.8,90,65.3,2.5,75.6
474,15,26,234199,29898,12.77,68.9,43.6,62733,15913,1774,529,83.8,62.5,90.7,2.6,59.6
475,15,27,10719,1652,15.41,59.9,22.3,3517,1290,121,55,32.7,68.4,69.2,1.9,57.4
476,15,28,92790,16139,17.39,71.1,17.3,24337,8595,442,156,92.1,56.6,97.8,2,57.9
477,15,29,32022,5167,16.14,52,22.8,3211,870,111,24,96.9,41.3,80.1,2.6,99.1
478,15,30,7251,489,6.75,55.2,20.1,2480,937,46,28,92.2,70.7,81.2,1.2,67.2
479,15,31,224,29,13.04,65,33.3,72,9,1,0,78.8,78.4,80.1,3,78.9
480,15,32,825,104,12.68,68.4,40.8,246,114,8,1,86.2,62.1,62.5,3.3,66.7
481,16,1,55922,6883,12.31,82.9,55.1,7410,1669,352,145,83.2,35.4,71.5,4.7,97.6
482,16,2,1305,137,10.54,71.9,26.9,182,122,3,3,87,85.4,98.3,1.2,98
483,16,3,20509,707,3.45,74.9,36.7,10168,2737,103,62,94.4,86.3,91.9,3,89.5
484,16,4,113146,20200,17.85,71.1,27,4897.5,8017,944,185,79.9,83.7,82,1.7,97.4
485,16,5,23179,1808,7.8,63.7,41.9,8017,1517,110,87,41.6,47.8,84.1,1.4,95
486,16,6,952,57,6.03,76.5,37.1,341,65,9,0,64.9,76.6,81.2,2.2,68.1
487,16,7,49251,5828,11.83,49.5,33.4,6871,2638,371,181,95.6,79.2,87.5,1,98.7
488,16,8,26280,2696,10.26,85.8,31.3,3002,2140,207,15,31.3,38.9,80.1,4.3,90.9
489,16,9,4962,1734.5,5.65,84.9,36.5,584,226,50,12,92.8,47.2,70,3.2,86.5
490,16,10,33356,1757,5.27,49.6,23.2,8337,1172,179,98,67.3,43.1,98.6,1.1,75.7
491,16,11,77666,2738,3.53,66.6,37,5689,4626,275,49,69.5,49.3,67.5,4.4,73
492,16,12,36881,5821,15.78,57.1,38.7,7803,1771,278,22,54.9,35.5,95.9,4.9,89.7
493,16,13,61127,9525,15.58,79.8,50.3,4897.5,3186,619,58,80.7,75.7,66.2,1.8,71
494,16,14,138880,10077,7.26,66.5,24.9,23653,8562,451,327,62.9,47.9,71,1.2,84.4
495,16,15,3627,628,17.34,63.6,36,855,168,9,8,55.5,51.8,66.3,4.7,87.1
496,16,16,2042,288,14.14,88,61,439,161,7,4,46.4,52.9,75.8,3.5,82.6
497,16,17,900,74,8.23,58.5,20.2,260,96,6,3,72.1,55.2,98,0.9,92.4
498,16,18,1985,272,13.74,56.9,36,253,183,13,6,68.8,45.1,69.4,2.8,80.6
499,16,19,48732,7854,16.12,84.1,32.7,3900,2365,111,94,89.9,67.9,75.5,3.5,87.5
500,16,20,32614,1887,5.79,68.9,31.3,4832,1082,198,22,68.7,56.1,61.5,1.7,63.1
501,16,21,33975,5556,16.36,45.8,14.1,13732,4203,622,164,42.5,75.7,74.6,2.4,73.7
502,16,22,777,106,13.77,56,23,85,47,3,1,49.7,90.6,66.5,0.6,56.5
503,16,23,85598,15271,17.84,66.6,25.2,4897.5,4449,296,144,76.7,77.5,78.3,1.7,65.4
504,16,24,30746,5013,16.31,57.5,38.5,10824,2230,242,55,40.6,70.6,76.1,4,71.3
505,16,25,3459,339,9.82,49.3,28.4,993,96,17,4,52.9,51.1,72.2,1.8,76.1
506,16,26,269408,37894,14.07,57.9,25.6,68757,19218,741,376,64.8,74.5,80,1.1,97.9
507,16,27,12632,932,7.39,71.1,22.7,3791,1136,98,28,90.1,61.7,74.2,4.2,88.4
508,16,28,65754,7016,10.67,66.7,35,9768,7799,416,66,31.8,81,84,3.8,87.3
509,16,29,15515,1571,10.13,94.2,59.1,4897.5,1986,158,83,94.4,72.8,74.9,2,67.6
510,16,30,8295,752,9.07,47.2,23.2,1527,526,96,23,68.3,82,75,1,65.7
511,16,31,210,17,8.5,52.8,34.2,80,8,1,0,43.2,94.7,67.3,2.2,90.9
512,16,32,683,84,12.36,81.5,51.4,242,90,8,3,73.3,83.6,63.8,0.9,67.9
513,17,1,57213,2590,4.53,45.4,21,6408,1276,302,69,56.6,48.4,88.8,3,70.3
514,17,2,1708,93,5.47,69.3,36,470,75,9,2,31.1,60.9,73.5,4.7,79.4
515,17,3,18416,2020,10.97,73.4,39.9,10199,2324,187,78,70.8,44.2,100,5,91.1
516,17,4,57394,5268,9.18,88.8,46.8,13603,2764,511,136,32.2,72.2,87.8,3.9,75.4
517,17,5,35100,5754,16.39,81.9,29.1,7371,953,89,72,77,52.8,73.2,2.1,93.2
518,17,6,680,85,12.55,61.1,20.1,201,83,3,1,97.8,70.2,64.7,3.7,91.4
519,17,7,55631,6942,12.48,70.5,28.2,4897.5,1695,521,185,30.3,74.4,94.6,2.9,89.2
520,17,8,24684,687,2.78,57.5,35.2,4397,2247,88,47,37.7,43.5,85.9,3,82
521,17,9,6304,956,15.18,83.5,31.6,1569,199,41,8,37.1,66.6,86.1,4.6,57.3
522,17,10,35529,4620,13.01,75.8,38.5,3171,2905,206,61,75.3,78.8,66.6,4.4,68.6
523,17,11,56503,10120,17.91,47.4,19.6,15396,4542,164,168,63.2,54.4,72.9,4,78.5
524,17,12,36244,4576,12.63,50.9,15.3,5731,3124,110,30,49.1,80.1,86.7,4,57.8
525,17,13,93901,8156,8.69,68.8,43.4,24718,2069,298,50,38.8,57.3,80.1,1.5,88.2
526,17,14,133637,9737,7.29,70.2,25.1,16468,5373,374,277,96.5,90.3,66.3,5,56.1
527,17,15,1422,213,15.02,86.3,59,302,256,22,8,90,39,82.2,1.1,76.4
528,17,16,1733,137,7.95,92.9,39,439,187,14,9,73.1,73.5,69.8,1.4,55.9
529,17,17,1268,31,2.45,84.4,42.9,133,46,3,2,72.3,41,71.2,1.5,93.5
530,17,18,2512,138,5.53,85.9,28.1,322,92,14,2,89.6,88,94.3,4.5,77.1
531,17,19,26947,4668,17.33,52.3,29.6,6263,3151,347,68,84.2,65.7,91.5,2.9,70.7
532,17,20,23106,1598,6.92,79.7,55.1,5147,1836,99,57,55.3,94,90.2,3.2,78
533,17,21,67793,2317,3.42,46.5,25.1,17449,2901,544,59,79.7,68.7,73.1,4.5,88.9
534,17,22,806,53,6.63,78.6,47.2,136,57,2,1,71,75.4,80.1,4,87.7
535,17,23,66869,1735,2.6,63.1,23.3,7069,6045,299,228,77.7,40.1,67.6,4.1,77.6
536,17,24,17172,1439,8.38,79.4,38.5,9161,1308,175,41,63.9,49.2,90.7,0.5,99.4
